claims,ipc_main,title,ipc_section,ipc_class,ipc_subclass
"환자의 치아정보를 획득하여 치아모델을 획득하는 치아모델 획득단계;환자의 상기 획득된 치아정보로 획득된 치아를 3차원상에서 이동할 수 있는가상파일로 변환하는 단계;상기 변환된 가상파일에서 환자의 이동될 치체이동과 회전이동을 동시에 할 수 있도록 회전중심점을 결정하기 위하여 기준축을 설정하는 단계;상기 이동될 치아의 기준축을 연장하여 연장선(144,154)을 설정하는 단계;환자의 이동될 치아를 이동하여 바람직한 치아의 완성을 위한 완성된 위치에 이동하게 될 완성될 치아에 기준축(152)을 설정하는 단계;상기 이동될 치아의 기준축의 연장선과 상기 완성될 치아의 기준축의 연장선이 만나는 회전중심점(160)을 설정하는 단계;상기 회전중심점을 중심으로 환자의 치아모델 가운데 상기 이동될 치아를 상기 완성될 치아(130)로 이동하도록 2개이상의 단계로 나누어 정보를 획득하여 교정 치아모델을 완성하여 치체와 함께 치아회전을 동시에 구현하도록 설정하는 것을 특징으로 하는 교정치아모델의 회전중심점을 결정하는 방법. 환자의 치아정보를 획득하는 단계;환자의 상기 획득된 치아정보로 획득된 치아를 3차원상에서 이동할 수 있는가상파일로 변환하는 단계;상기 변환된 가상파일에서 치체이동과 회전이동을 할 치아의 회전중심점을 결정하는 단계;상기 결정된 회전중심점을 기준으로 치아를 이동시켜 이상적인 위치에 배치하는 단계;환자의 이동될 치아에서 상기 이상적인 위치에 배치하는 단계를 2개이상의 단계로 나누어 환자의 교정하는 치아모델 정보를 획득하는 단계;를 갖는 것을 특징으로 하는 교정치아모델정보를 획득하는 방법.환자의 스캔데이타를 불러오는 단계(S10);상기 환자의 스캔데이터로 치열 및 악궁의 평면을 설정하는 단계(S20);가상베이스를 만드는 단계(S30);가상베이스의 불필요한 부분을 잘라내고 반경을 설정하는 단계(S40);상악 및 하악의 경계설정 및 치열을 분석하는 단계(S50);치열궁 길이 계산 및 이상적인 악궁을 정하는 단계(S60);정해진 악궁에 따라 각 치아를 회전이동 및 치체이동으로 이상적인 위치로 이동시키는 단계(S70);각 치아를 클릭하여 X,Y,Z축에 대한 회전축이 정해지는 단계(S80);치아클릭시 X평면에서 현재 치아의 중심축과 치아 최종 배열위치를 정하고 회전중심축이 서로 만나는 점을 기준으로 회전중심점을 정하는 단계(S100);정해진 회전중심점을 기준으로 X평면에서 회전 및 치체이동하는 단계(S200);Y평면에서 현재치아의 회전중심축과 Y평면에서 바람직한 치아의 최종배열을 정하고 회전중심축이 서로 만나는 점으로 회전중심점을 정하는 단계(S300);정해진 회전중심을 기준으로 Y평면에서 회전중심점을 중심으로 회전과 치체이동하는 단계(S400);Z평면에서 현재치아의 회전중심축과 Z평면에서 바람직한 치아의 최종배열을 정하고 회전중심축이 서로 만나는 점으로 회전중심점을 정하는 단계(S500); 정해진 회전중심을 기준으로 Z평면에서 회전중심점을 중심으로 회전과 치체를 동시에 회전이동하는 단계(S600)를 갖는 것을 특징으로 하는 교정치아모델정보를 획득하는 방법.",A61C-007/00,교정치아모델의 회전중심점을 결정하는 방법 및 그를 이용한 투명교정장치 제조방법,A,A61,A61C
"잇몸의 상부에 위치되는 바디부와;상기 바디부에서 잇몸 안쪽으로 이어지고, 양쪽으로 벌어지는 구조를 갖는 치근부와;상기 바디부에 구비되어 상기 치근부를 벌려주는 벌림 수단을 포함한 것을 특징으로 하는 치근 구조를 갖는 임플란트.환자의 치근을 3차원 영상으로 획득하는 스캐닝 단계와;상기 스캐닝 단계에서 획득된 정보를 이용하여 청구항 1 내지 청구항 11 중 어느 한 항에 기재된 치근 구조를 갖는 임플란트를 제작하는 제작 단계와;상기 제작 단계를 통해 제작된 임플란트의 치근부를 환자의 잇몸 안에 삽입한 후, 상기 청구항 1 내지 청구항 11 중 어느 한 항에 기재된 벌림 수단으로 치근부를 벌려서 잇몸 내에 고정하는 고정 단계를 포함한 것을 특징으로 하는 치근 구조를 갖는 임플란트 시술 방법.",A61C-008/00,치근 구조를 갖는 임플란트 및 이를 이용한 시술 방법,A,A61,A61C
"환자에게 착용되며, 상기 환자의 대소변을 받기 위한 착용구;상층부와 하층부를 분리하는 분리막과, 상기 분리막의 제1단에 구비되어 움직이는 제1밸브와, 상기 분리막의 제2단에 구비되는 제2밸브를 포함하고, 상기 착용구로 배설된 환자의 대소변을 저장하기 위한 대소변저장수단;상기 착용구와 상기 저장통을 연결하여 상기 착용구로 배설된 환자의 대소변이 상기 저장통으로 저장되도록 하는 제1유로;앞의 공기를 흡입하여 뒤로 배출하는 배출펌프;상기 대소변저장수단과 배출펌프를 연결하는 제2유로; 및 상기 펌프 및 밸브의 동작을 제어하는 제어수단;을 포함하며, 상기 제어수단은 제1모드에서 상기 제1밸브와 상기 대소변저장수단의 하층부와 상기 제1유로가 연결되고, 상기 대소변저장수단의 상층부와 상기 제1유로는 연결되지 않도록 하고, 상기 제2밸브와 상기 대소변저장수단의 하층부와 상기 제2유로가 연결되고, 상기 대소변저장수단의 상층부와 상기 제2유로는 연결되지 않도록 하여, 상기 착용구로 배설된 환자의 대소변이 상기 대소변저장수단의 하층부로 유도되도록 제어하고, 제2모드에서 상기 제1밸브와 상기 대소변저장수단의 상층부와 상기 제1유로가 연결되고, 상기 대소변저장수단의 하층부와 상기 제1유로는 연결되지 않도록 하고, 상기 제2밸브와 상기 대소변저장수단의 상층부와 상기 제2유로가 연결되고, 상기 대소변저장수단의 하층부와 상기 제2유로는 연결되지 않도록 하여, 상기 대소변저장수단의 하층부가 상기 분리막, 상기 제1밸브 및 상기 제2밸브에 의해 폐쇄되며, 상기 제1유로를 통하여 흡입된 공기가 상기 환자의 대소변이 저장된 상기 대소변저장수단의 하층부를 통과하지 않고 상기 제2유로로 유도되도록 제어하는 것을 특징으로 하는 환자용 대소변 처리 장치.",A61F-005/44,환자용 대소변 처리 장치,A,A61,A61F
"매트리스와 사용자의 신체 사타구니에 인접해 위치되어 사용자의 대소변을 받아내고 세정하는 다이아퍼, 상기 다이아퍼가 매트리스의 소정 위치에 위치하도록 안내고정하는 다이아퍼받침대, 상기 다이아퍼의 오물을 외부로 배출하는 호스, 상기 호스를 통하여 다이아퍼에 세정수, 가압공기, 차압공기, 전원을 공급하고 오물을 받아 저장하는 유틸리티를 포함하여 구성되는 자동 배설물 처리장치에 있어서,상기 다이아퍼는 사용자의 대소변을 받아내기 위한 다이아퍼몸체와, 상기 다이아퍼몸체의 일측에 부착되어 사용자의 신체와 직접 맞닿아도 불편함이 없도록 제공되는 연질 소재로 구성되는 상, 하부 인렛과, 상기 하부 인렛의 일측에 구비되어 사용자 신체의 접촉여부를 감지하는 감지센서와, 상기 감지센서의 신호를 받아 동작하되, 하부케이스에 부착되어 상기 다이아퍼의 높이를 조절하는 높이조절부;를 포함하며,상기 높이조절부는 가압된 공기나 유체로 작동되는 에어백인 것을 특징으로 하는 자동 배설물 처리장치.",A61F-005/44,자동 배설물 처리장치,A,A61,A61F
"직물 재질로서 인체의 대퇴부와 하퇴부의 골격에 대응하여 상부가 넓고 하부가 좁은 상광하협(上廣下狹)의 형태를 가지며, 상단 일측에 'U'자 형태의 절개부(102)가 형성되고, 이 절개부(102)와 상하 일정 간격을 두고 환기를 위한 통기구(110)가 구비된 무릎보조기 본체(100);와 일단부에 구비된 수직부재(212)가 상기 무릎보조기 본체(100)의 외면 길이 방향을 따라 부착되고, 상기 수직부재(212)를 사이에 두고 일측에 연장부(214)가 일체로서 형성되며, 상기 수직부재(212)의 타측에 수평부재(216)가 일체로서 형성되는 한편, 이 수평부재의 선단부 일측면에는 수벨크로테이프(216a)가 구비된 제 1지지부(210)와, 일단부에 구비된 수직부재(222)가 상기 무릎보조기 본체(100)의 외면 길이 방향을 따라 부착되고, 상기 수직부재(222)를 사이에 두고 일측에 연장부(224)가 일체로서 형성되며, 상기 수직부재(222)의 타측에 수평부재(226)가 일체로서 형성되는 한편, 이 수평부재(226)의 선단부 일측면에는 수벨크로테이프(226a)가 구비된 제 2지지부(220)를 포함하고, 상기 무릎보조기 본체(100)의 외주면 상단에서 서로 대향되게 구비되어 사용자의 대퇴부를 압박,지지하는 대퇴부 지지부(200);와 일단부에 구비된 수직부재(312)가 상기 무릎보조기 본체(100)의 외면 길이 방향을 따라 부착되고, 상기 수직부재(312)를 사이에 두고 일측에 연장부(314)가 일체로서 형성되며, 상기 수직부재(312)의 타측에 수평부재(316)가 일체로서 형성되는 한편, 이 수평부재(316)의 선단부 일측면에는 수벨크로테이프(316a)가 구비된 제 1지지부(310)와, 일단부에 구비된 수직부재(322)가 상기 무릎보조기 본체(100)의 외면 길이 방향을 따라 부착되고, 상기 수직부재(322)를 사이에 두고 일측에 연장부(324)가 일체로서 형성되며, 상기 수직부재(322)의 타측에 수평부재(326)가 일체로서 형성되는 한편, 이 수평부재(326)의 선단부 일측면에는 수벨크로테이프(326a)가 구비된 제 2지지부(320)를 포함하고, 상기 무릎보조기 본체(100)의 외주면 하단에서 서로 대향되게 구비되어 사용자의 하퇴부를 압박,지지하는 하퇴부 지지부(300);와 일단부에 핀부재(450)가 관통하기 위한 관통공이 구비되고, 이 관통공의 둘레를 따라 기어가 구비된 좌우 한 쌍의 알루미늄제 아암(arm)(410)(420)과, 타원 형태로서 중앙부를 중심으로 좌우 양측에 상기 핀부재(450)가 관통하는 관통공이 구비되고, 상면 중앙부에 나사봉(432)이 입설된 제 1판체(430)와, 상기 제 1판체(430)와 동일한 형태로서 중앙부를 중심으로 좌우 양측에 상기 핀부재(450)가 관통하는 관통공이 구비된 제 2판체(440)와, 중앙부를 중심으로 다수의 날개(474)가 방사상으로 다수개 일체로 구비되고, 좌우 양측에는 상기 핀부재(450)가 관통하는 연결공이 구비되며, 외측면에는 스폰지(480)가 부착된 무릎관절 지지대(470)를 포함하고, 상기 통기구(110)를 사이에 두고 상기 수직부재(212,312; 222,322)에 각각 연결되는 무릎굽힘각도조절부(400);와 신축이 자재한 사각 형태의 직물제로서 일단부에 합성수지제 제 1마감부재(522)가 구비되고, 타단부에 제 2마감부재(524)가 구비된 끈부재(520)를 포함하는 무릎굽힘각도조절부 지지수단(500)을 포함하여 구성되는 무릎보조기에 있어서, 상기 무릎굽힘각도조절부(400)의 제 1판체(430) 외측면에는 외부 미관 향상과 더불어 상기 무릎굽힘각도조절부 지지수단(500)이 연결되기 위한 커버(490)가 구비되어지되, 상기 커버(490)는 반투명 재질의 합성수지 재질로서 양 단부에 형성된 관통공을 상기 핀부재(450)가 관통하고, 상기 커버(490)의 중앙부에 상기 나사봉(432)에 결합되는 나사공(492)이 구비되며, 이 나사공의 둘레를 따라 일정 높이의 'ㄷ'자형 단면 형태를 갖는 터널부(494)가 일체로 구비된 것을 특징으로 하는 무릎보조기. 직물 재질로서 인체의 대퇴부와 하퇴부의 골격에 대응하여 상부가 넓고 하부가 좁은 상광하협(上廣下狹)의 형태를 가지며, 상단 일측에 'U'자 형태의 절개부(102)가 형성되고, 이 절개부(102)와 상하 일정 간격을 두고 환기를 위한 통기구(110)가 구비된 무릎보조기 본체(100);와 일단부에 구비된 수직부재(212)가 상기 무릎보조기 본체(100)의 외면 길이 방향을 따라 부착되고, 상기 수직부재(212)를 사이에 두고 일측에 연장부(214)가 일체로서 형성되며, 상기 수직부재(212)의 타측에 수평부재(216)가 일체로서 형성되는 한편, 이 수평부재의 선단부 일측면에는 수벨크로테이프(216a)가 구비된 제 1지지부(210)와, 일단부에 구비된 수직부재(222)가 상기 무릎보조기 본체(100)의 외면 길이 방향을 따라 부착되고, 상기 수직부재(222)를 사이에 두고 일측에 연장부(224)가 일체로서 형성되며, 상기 수직부재(222)의 타측에 수평부재(226)가 일체로서 형성되는 한편, 이 수평부재(226)의 선단부 일측면에는 수벨크로테이프(226a)가 구비된 제 2지지부(220)를 포함하고, 상기 무릎보조기 본체(100)의 외주면 상단에서 서로 대향되게 구비되어 사용자의 대퇴부를 압박,지지하는 대퇴부 지지부(200);와 일단부에 구비된 수직부재(312)가 상기 무릎보조기 본체(100)의 외면 길이 방향을 따라 부착되고, 상기 수직부재(312)를 사이에 두고 일측에 연장부(314)가 일체로서 형성되며, 상기 수직부재(312)의 타측에 수평부재(316)가 일체로서 형성되는 한편, 이 수평부재(316)의 선단부 일측면에는 수벨크로테이프(316a)가 구비된 제 1지지부(310)와, 일단부에 구비된 수직부재(322)가 상기 무릎보조기 본체(100)의 외면 길이 방향을 따라 부착되고, 상기 수직부재(322)를 사이에 두고 일측에 연장부(324)가 일체로서 형성되며, 상기 수직부재(322)의 타측에 수평부재(326)가 일체로서 형성되는 한편, 이 수평부재(326)의 선단부 일측면에는 수벨크로테이프(326a)가 구비된 제 2지지부(320)를 포함하고, 상기 무릎보조기 본체(100)의 외주면 하단에서 서로 대향되게 구비되어 사용자의 하퇴부를 압박,지지하는 하퇴부 지지부(300);와 일단부에 핀부재(450)가 관통하기 위한 관통공이 구비되고, 이 관통공의 둘레를 따라 기어가 구비된 좌우 한 쌍의 알루미늄제 아암(arm)(410)(420)과, 타원 형태로서 중앙부를 중심으로 좌우 양측에 상기 핀부재(450)가 관통하는 관통공이 구비되고, 상면 중앙부에 나사봉(432)이 입설된 제 1판체(430)와, 상기 제 1판체(430)와 동일한 형태로서 중앙부를 중심으로 좌우 양측에 상기 핀부재(450)가 관통하는 관통공이 구비된 제 2판체(440)와, 중앙부를 중심으로 다수의 날개(474)가 방사상으로 다수개 일체로 구비되고, 좌우 양측에는 상기 핀부재(450)가 관통하는 연결공이 구비되며, 외측면에는 스폰지(480)가 부착된 무릎관절 지지대(470)를 포함하고, 상기 통기구(110)를 사이에 두고 상기 수직부재(212,312; 222,322)에 각각 연결되는 무릎굽힘각도조절부(400);와 신축이 자재한 사각 형태의 직물제로서 일단부에 합성수지제 제 1마감부재(522)가 구비되고, 타단부에 제 2마감부재(524)가 구비된 끈부재(520)를 포함하는 무릎굽힘각도조절부 지지수단(500)을 포함하여 구성되는 무릎보조기에 있어서, 상기 무릎굽힘각도조절부 지지수단(500)의 제 1마감부재(522)는 선단에 상기 대퇴부 지지부(200)의 제 1지지부(210) 및 제 2지지부(220)에 구비된 연결공(212a,222a)에 선택적으로 연결되기 위한 돌기부(522a)가 일체로 구비되고, 상기 제 2마감부재(524)의 선단에 상기 하퇴부 지지부(300)의 제 1지지부(310) 및 제 2지지부(320)에 구비된 연결공(312a,322a)에 선택적으로 연결되기 위한 돌기부(524a)가 일체로 구비된 것을 특징으로 하는 무릎보조기.",A61F-005/01,무릎보조기,A,A61,A61F
"의료용 냉각 장치에 있어서,타겟영역과의 유체접촉을 통해 상기 타겟영역을 냉각하는 액체 냉각매체를 상기 타겟영역에 전달하기 위한 인젝터를 포함하며,상기 인젝터는상기 액체냉각매체를 저장하는 저장부; 및상기 액체냉각매체를 상기 타겟영역에 토출하기 위한 토출부;를 포함하는 의료용 냉각장치. 인젝터를 포함하는 의료용 냉각장치를 이용한 냉각방법에 있어서,상기 인젝터를 이용하여, 타겟영역과의 유체접촉을 통해 상기 타겟영역을 냉각하는 액체냉각매체를 상기 타겟영역에 전달하는 단계;를 포함하며,상기 인젝터는 상기 액체냉각매체를 저장하는 저장부와, 상기 액체냉각매체를 상기 타겟영역에 토출하기 위한 토출부를 포함하는, 냉각방법.",A61F-007/00,의료용 냉각 장치,A,A61,A61F
"플렉시블(flexible)한 소재로 형성되며, 무릎을 감싸는 형태로 착용되어지는 보호밴드의 내면에서 무릎의 가장자리 부분에 밀착되어 압박을 가능하게 링 형상을 가지는 몸체; 및상기 몸체의 하면 일부에 형성되어 무릎 아래쪽 둘레 가장자리에서 밑으로부터 지지할 수 있는 지지력과 압박감을 향상시키기 위해 다른 부분보다 넓게 형성되거나 혹은 단단하게 형성되는 밀착부;를 포함하여 구성되는 것을 특징으로 하는 무릎 통증 완화용 보조링.무릎을 감싸는 형태로 착용되어지는 보호밴드의 내면에서 무릎의 가장자리 부분에 밀착되어 압박을 가능하게 링 형상을 가지는 몸체; 및상기 몸체의 양 측에 구비되어 상기 몸체를 무릎에 밀착 고정시키기 위해 구비되는 고정밴드;를 포함하여 구성되는 것을 특징으로 하는 무릎 통증 완화용 보조링.",A61F-005/01,무릎 통증 완화용 보조링,A,A61,A61F
"사용자의 생식기관을 둘러쌓아 대소변을 받도록 형성되는 접촉관(4)과, 상기 접촉관(4)과 배변관(6)을 통해 접속되어 사용자의 배변을 배출시키고 세척하는 일련의 공정을 진행하기 위한 본체(2)를 구비하는 자동 배변처리장치에 있어서, 상기 접촉관(4)이 결합되도록 함으로써 상기 접촉관(4)이 지지되도록 하는 상부 받침대(20)와;상기 상부 받침대(20)의 하측에서 상기 상부 받침대(20)를 지지하여 상기 상부 받침대(20)가 좌우방향으로 정해진 범위내에서 이동가능하도록 하는 하부 받침대(40) 및;상기 상부 받침대(20)와 하부 받침대(40) 사이에 개재되도록 설치되어 상기 상부 받침대(20)와 하부 받침대(40)가 전후방향으로 면접촉되도록 하는 이격 부재(30)를 포함하여; 상기 상부 받침대(20)가 상기 하부 받침대(40)에 면접촉되되, 상기 이격 부재(30)에 의해 좌우방향에 대해 정해진 간격으로 상기 상부 받침대(20)와 하부 받침대(40)가 유격을 가지며,상기 이격 부재(30)는 상기 하부 받침대(40)의 상면상에 정해진 간격으로 돌출되도록 형성되는 돌기인 것을 특징으로 하는 것을 특징으로 하는 사용자의 움직임이 용이한 자동 배변처리장치.",A61G-009/00,사용자의 움직임이 용이한 자동 배변처리장치,A,A61,A61G
"안장이 구비되고 절첩가능하게 구성되는 프레임;상기 프레임의 양측단에 회전 가능하게 장착되고 구동휠 손잡이가 구비된 구동휠;상기 프레임의 전방에 배치되고 상기 구동휠을 보조하는 보조휠; 및상기 프레임의 후방 양측에 각각 장착되고, 수직부와 수평부가 직각형상으로 절곡형성되며, 사용자가 수동으로 구동시켜 전·후진 작동시키는 손잡이;를 포함하되, 상기 손잡이의 수평부는 고정 프레임과 회전 프레임으로 분리구성되고, 상기 고정 프레임과 회전 프레임의 연결부분에는 상기 회전 프레임의 회전작동을 위하여 회전수단이 장착되고,상기 회전수단은, 상기 고정 프레임의 내부에 형성된 수용공간에 장착되는 고정기어;상기 고정 프레임과 체결구를 통해 결합되면서 상기 회전 프레임을 지지하는 회전 커버;상기 회전 프레임의 끝단에 장착되면서 연동작동되고 상기 고정기어에 치합 또는 분리되는 유동기어;상기 회전 커버와 유동기어의 사이에 장착되고 외력이 작용하기 전까지 상기 유동기어를 고정기어에 치합시키는 가압 스프링;을 포함하는 휠체어의 손잡이 구조.",A61G-005/10,휠체어의 손잡이 구조,A,A61,A61G
"환자가 앉을 수 있도록 형성되는 본체 프레임(110)과;상기 본체 프레임(110)의 양측면에 결합되고, 상기 본체 프레임(110)을 이동시키기 위한 바퀴 프레임(120)과;상기 바퀴 프레임(120)의 양측에 결합되고, 환자에 의해 회전되는 핸드림(130)과;상기 핸드림(130)에 장착 가능하게 복수개가 설치되고, 환자가 밀고, 당길 수 있도록 구성되며, 상기 핸드림(130)이 회전시 같이 회전하는 레버부재(20)를 포함하여,오르막 길을 오를 시 상기 핸드림(130)에 장착된 상기 레버부재(20)를 밀어 지렛대 원리에 의해 힘을 많이 들이지 않고도 용이하게 오를 수 있도록 함과 동시에 상기 레버부재(20)가 회전하여 끝단이 지면에 걸려 휠체어가 뒤로 밀리는 것을 방지하고,상기 레버부재(20)는 일측이 개방되고, 개방된 일측을 통해 상기 핸드림(130)이 삽입되어 체결되는 삽입홀(211)을 갖고, 타측은 평판형으로 형성된 체결구(21)와;상기 체결구(21)의 타측에 회동구(22)에 의해 회동가능하게 결합되는 고정구(23)와;일측이 상기 고정구(23)와 회동핀(24)에 의해 체결되고, 환자가 밀고, 당길 수 있도록 형성되는 레버(25)와;상기 회동핀(24)에 결합되고, 상기 레버(25)가 상기 고정구(23)와 설정된 각도를 유지하도록 하는 탄성부재(28)를 포함하는 것을 특징으로 하는 경사로 주행이 용이한 휠체어.",A61G-005/10,경사로 주행이 용이한 휠체어,A,A61,A61G
"인체의 성기부 및 둔부의 굴곡에 형상에 대응되는 형상을 가지며, 인체의 성기부에 대응되는 소변처리부와, 인체의 둔부에 대응되는 대변처리부를 포함하고, 인체의 성기부 및 둔부 방향으로 개방되어 인체로부터 배출되는 배설물을 받는 처리공간이 형성된 안착부와, 인체의 다리 사이에 장착되도록 상기 안착부와 연결되고, 내부에 수용공간이 형성된 본체부를 포함하는 몸체; 및상기 수용공간에 구비되며, 상기 처리공간과 연통되어 상기 처리공간의 배설물을 외부로 배출시키는 배출유로;를 포함하며,상기 몸체는,상기 소변처리부를 포함하여 착탈 가능하게 구비되는 성별전용모듈과, 상기 안착부의 둘레 라인을 따라 구비되어 인체에 밀착되는 밀착부재를 포함하고,상기 성별전용모듈은,내부에 상기 대변처리부와 구획된 소변처리부가 형성되고, 남성의 성기 둘레를 감싸도록 형성되며, 상기 본체부에 직접 끼워져 결합되는 성기삽입유닛을 포함하는 남성용모듈; 및하부에 상기 대변처리부 방향으로 개방된 공간이 형성되며 여성의 성기부 굴곡에 대응되도록 형성되어, 상기 본체부에 직접 끼워져 결합됨에 따라 인체 방향으로 개방된 하나의 공간을 형성하도록 상기 대변처리부와 연통되는 소변처리부가 형성되는 안착유닛과, 상기 안착유닛의 둘레 라인을 따라 구비되어 상기 밀착부재와 연속된 폐곡선 라인을 이루는 보조밀착부재를 포함하는 여성용모듈;을 포함하며,상기 남성용모듈 및 상기 여성용모듈에는 상기 본체부와의 결합을 위해 돌출된 결합구가 형성되고, 상기 본체부에는 상기 남성용모듈 및 상기 여성용모듈의 결합구가 삽입되는 홈이 형성되는 배설물 처리장치.",A61G-009/00,성별전용모듈을 포함하는 배설물 처리장치,A,A61,A61G
"일종 휠체어형 탈착의가 필요없는 분뇨 자동 청소기에 있어서,완전 자동 처리기와 유연한 직물로 제조된 적응성 팬티가 설치되여 있는 휠체어를 포함하며;상기 완전 자동 처리기는 배설 통로, 배설물 수집 장치, 부압 장치, 정압 장치, 온수 장치, 열풍 장치 및 제어 장치를 구비하며;상기 적응성 팬티는 가랑이에 배설물 수집 구역이 설치되여 있고 상기 배설물 수집 구역 내에는 인체 배설 부위와 대응되는 배설구, 가스 주입 파이프, 온수 출력 파이프 및 열풍 출력 파이프가 설치되여 있으며;상기 배설 통로는 입구와 출구를 구비하고 상기 배설 통로의 입구는 상기 배설물 수집 구역의 상기 배설구와 연결되고 상기 배설 통로의 출구는 상기 배설물 수집 장치와 연결되며 상기 배설물 수집 장치는 상기 부압 장치와 연결되며;상기 정압 장치, 상기 온수 장치 및 상기 열풍 장치는 각각 관로를 통해 상기 배설물 수집 구역 내의 상기 가스 주입 파이프, 상기 온수 출력 파이프 및 상기 열풍 출력 파이프와 대응되게 연결되며;상기 제어 장치는 상기 완전 자동 처리기와 상기 적응성 팬티의 작업을 제어하는 것을 특징으로 하는 일종 휠체어형 탈착의가 필요없는 분뇨 자동 청소기.",A61G-005/00,휠체어형 탈착의가 필요없는 분뇨 자동 청소기,A,A61,A61G
"가요성 탄성중합체 시트로 이루어진 혈액투석액 보관용 자립식 플라스틱 백(self-standing plastic bag) 용기(100)에 있어서,세로방향으로 나란히 이격된 제1 좌측변(11) 및 제1 우측변(12)과, 상기 제1 좌우측변(11,12)의 상단을 수평으로 연결하는 제1 상변(13)과, 상기 제1 좌우측변(11,12)의 하단에서 각각 비스듬히 내향 절곡된 제1 좌빗변(14) 및 제1 우빗변(15)과, 상기 제1 좌우빗변(14,15)의 하단을 수평으로 서로 연결하는 제1 하변(16)을 갖는 제1 시트(10)와;세로방향으로 나란히 이격된 제2 좌측변(21) 및 제2 우측변(22)과, 상기 제2 좌우측변(21,22)의 상단을 수평으로 연결하는 제2 상변(23)과, 상기 제2 좌우측변(21,22)의 하단에서 각각 비스듬히 내향 절곡된 제2 좌빗변(24) 및 제2 우빗변(25)과, 상기 제2 좌우빗변(24,25)의 하단을 수평으로 서로 연결하는 제2 하변(26)을 갖는 제2 시트(20)와;세로방향으로 나란히 이격된 제3 좌측변(31) 및 제3 우측변(32)과, 상기 제3 좌우측변(31,32)의 상단을 수평으로 연결하는 제3 상변(33)과, 상기 제3 좌우측변(31,32)의 하단에서 각각 비스듬히 내향 절곡되어 제1 꼭지점(V1)에서 서로 만나는 제3 좌빗변(34) 및 제3 우빗변(35)을 갖는 제3 시트(30)와;세로방향으로 나란히 이격된 제4 좌측변(41) 및 제4 우측변(42)과, 상기 제4 좌우측변(41,42)의 상단을 수평으로 연결하는 제4 상변(43)과, 상기 제4 좌우측변(41,42)의 하단에서 각각 비스듬히 내향 절곡되어 제2 꼭지점(V2)에서 서로 만나는 제4 좌빗변(44) 및 제4 우빗변(45)을 갖는 제4 시트(40)와;상기 용기(100) 속으로 내용물을 출입시키는 입구부재(50);를 포함하며,상기 제1 좌측변(11)과 제2 좌측변(21)은 상기 제3 좌우측변(31,32)에, 상기 제1 우측변(12)과 제2 우측변(22)은 상기 제4 좌우측변(41,42)에, 상기 제1 좌빗변(14)과 제2 좌빗변(24)은 상기 제3 좌우빗변(34,35)에, 그리고 상기 제1 우빗변(15)과 제2 우빗변(25)은 상기 제4 좌우빗변(44,45)에 각각 실링되고,상기 제3 상변(33)과 제4 상변(43)은 각각 절반씩 접혀진 상태로 상기 제1 상변(13)과 제2 상변(23)의 좌측 일부 사이 및 우측 일부 사이에 실링되며, 상기 제1 상변(13)과 제2 상변(23) 사이에는 상기 입구부재(50)가 실링되고,상기 제1 하변(16)은 상기 제2 하변(26)에 직접 실링 된 것을 특징으로 하는 자립성 플라스틱 백 용기.",A61J-001/10,혈액투석액 보관용 자립성 플라스틱 백 용기,A,A61,A61J
